age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,contact_date
43,services,married,secondary,0,122,1,0,cellular,355,2,-1,0,unknown,0,2023-05-05
34,blue-collar,divorced,secondary,0,1780,1,0,unknown,187,9,-1,0,unknown,0,2023-06-02
52,technician,married,secondary,0,136,0,0,cellular,88,5,-1,0,unknown,0,2023-08-28
36,unknown,married,secondary,0,179,0,0,cellular,14,8,-1,0,unknown,0,2023-08-08
32,blue-collar,single,secondary,0,232,0,0,unknown,232,1,-1,0,unknown,0,2023-12-13
23,student,single,tertiary,0,82,0,0,cellular,289,4,-1,0,unknown,0,2023-05-04
57,blue-collar,married,primary,0,630,1,0,unknown,52,1,-1,0,unknown,0,2023-05-29
43,blue-collar,married,primary,1,1202,0,0,unknown,295,1,-1,0,unknown,0,2023-05-30
33,admin.,single,tertiary,0,867,1,0,cellular,247,1,-1,0,unknown,0,2023-04-14
45,management,divorced,tertiary,0,6200,0,0,cellular,103,2,-1,0,unknown,0,2023-07-29
31,admin.,single,secondary,0,-422,1,0,cellular,64,2,329,15,other,0,2023-05-18
41,self-employed,single,unknown,0,426,1,0,unknown,75,1,-1,0,unknown,0,2023-06-19
47,management,divorced,tertiary,0,107,0,0,unknown,246,1,-1,0,unknown,0,2023-05-15
39,services,divorced,secondary,1,-96,1,1,telephone,38,6,-1,0,unknown,0,2023-05-12
47,blue-collar,married,secondary,0,581,1,0,cellular,79,6,-1,0,unknown,0,2023-08-26
57,technician,married,secondary,0,402,1,0,unknown,153,3,-1,0,unknown,0,2023-05-06
52,blue-collar,married,secondary,0,555,1,0,cellular,314,2,-1,0,unknown,0,2023-05-12
45,admin.,married,secondary,0,67,0,0,cellular,326,2,-1,0,unknown,0,2023-02-05
42,management,married,tertiary,0,72,1,0,cellular,124,2,348,3,failure,0,2023-04-20
32,self-employed,married,secondary,0,1942,1,0,unknown,84,9,-1,0,unknown,0,2023-05-30
31,technician,single,secondary,0,373,0,0,cellular,346,5,-1,0,unknown,0,2023-08-22
25,blue-collar,single,secondary,0,84,1,0,cellular,6,2,-1,0,unknown,0,2023-05-18
30,technician,married,secondary,0,394,0,0,cellular,216,13,-1,0,unknown,0,2023-08-22
33,blue-collar,married,primary,0,925,0,0,cellular,884,3,-1,0,unknown,0,2023-11-20
29,blue-collar,married,secondary,0,0,1,0,cellular,116,6,-1,0,unknown,0,2023-05-11
55,retired,married,secondary,0,6690,0,0,cellular,534,1,-1,0,unknown,0,2023-04-30
51,admin.,married,secondary,0,4178,1,0,unknown,556,1,-1,0,unknown,0,2023-05-30
68,retired,married,secondary,0,20723,1,0,cellular,318,2,-1,0,unknown,0,2023-04-28
29,services,single,secondary,0,887,0,0,cellular,343,1,-1,0,unknown,0,2023-02-04
35,self-employed,married,secondary,0,598,1,0,cellular,245,1,-1,0,unknown,0,2023-04-20
38,technician,married,secondary,0,1,1,0,cellular,57,5,199,1,success,0,2023-11-21
39,management,divorced,secondary,0,4314,1,0,cellular,141,4,-1,0,unknown,0,2023-11-20
47,technician,married,tertiary,0,2155,0,0,unknown,178,3,-1,0,unknown,0,2023-06-20
22,management,single,tertiary,0,760,0,0,telephone,6,1,-1,0,unknown,0,2023-12-07
44,admin.,married,secondary,0,1248,1,1,cellular,428,3,-1,0,unknown,0,2023-05-08
38,technician,single,tertiary,0,5122,1,0,cellular,370,1,184,1,failure,0,2023-11-20
56,services,divorced,secondary,0,191,0,0,cellular,335,3,-1,0,unknown,0,2023-07-23
56,management,married,secondary,0,230,0,0,unknown,73,4,-1,0,unknown,0,2023-05-09
54,management,divorced,tertiary,0,7010,0,0,cellular,275,2,-1,0,unknown,0,2023-03-11
39,services,married,secondary,0,1970,1,0,unknown,30,1,404,2,success,0,2023-06-08
36,blue-collar,married,secondary,0,3935,1,1,unknown,220,6,-1,0,unknown,0,2023-05-27
42,admin.,married,secondary,0,437,1,0,cellular,120,3,190,1,failure,0,2023-08-11
51,technician,divorced,secondary,0,2323,1,1,cellular,151,10,-1,0,unknown,0,2023-08-18
32,management,married,tertiary,0,2213,0,0,cellular,125,2,154,7,failure,0,2023-01-29
31,management,married,tertiary,0,84,0,1,unknown,143,1,-1,0,unknown,0,2023-07-01
23,technician,single,secondary,0,4545,0,0,cellular,200,1,-1,0,unknown,0,2023-06-03
21,student,single,unknown,0,200,0,0,unknown,8,1,-1,0,unknown,0,2023-06-01
45,admin.,single,secondary,0,206,1,0,unknown,193,1,-1,0,unknown,0,2023-05-05
51,technician,married,secondary,0,2937,0,0,telephone,30,3,-1,0,unknown,0,2023-11-21
36,unemployed,single,tertiary,0,221,0,0,cellular,225,4,-1,0,unknown,0,2023-02-03
56,blue-collar,married,secondary,0,1521,1,1,cellular,19,2,179,3,other,0,2023-11-21
41,technician,married,secondary,0,102,1,1,unknown,387,9,-1,0,unknown,0,2023-05-14
57,retired,married,secondary,0,519,1,0,unknown,393,3,-1,0,unknown,0,2023-06-03
55,blue-collar,married,secondary,0,660,0,0,unknown,348,1,-1,0,unknown,0,2023-06-05
34,management,divorced,tertiary,0,500,1,0,unknown,399,1,-1,0,unknown,0,2023-05-29
32,admin.,married,secondary,0,1661,1,0,cellular,76,1,209,2,failure,0,2023-02-05
41,blue-collar,single,unknown,0,961,1,0,unknown,117,1,-1,0,unknown,0,2023-05-29
32,admin.,divorced,secondary,0,-273,1,0,cellular,64,1,-1,0,unknown,0,2023-05-05
53,management,married,tertiary,0,7067,0,0,unknown,82,3,-1,0,unknown,0,2023-06-06
43,blue-collar,married,unknown,0,285,1,0,cellular,22,6,-1,0,unknown,0,2023-05-15
27,services,married,secondary,0,221,0,1,cellular,554,1,-1,0,unknown,0,2023-07-07
48,technician,single,secondary,0,479,0,0,unknown,148,5,-1,0,unknown,0,2023-05-20
33,services,single,tertiary,0,1595,1,0,unknown,296,1,-1,0,unknown,0,2023-05-26
41,management,married,tertiary,0,65,1,0,unknown,524,2,-1,0,unknown,0,2023-05-06
33,admin.,married,tertiary,0,640,0,0,cellular,318,1,-1,0,unknown,0,2023-07-24
25,management,single,tertiary,0,490,0,0,cellular,394,1,-1,0,unknown,0,2023-09-07
38,management,married,tertiary,0,1440,0,0,cellular,111,2,-1,0,unknown,0,2023-08-11
43,self-employed,married,secondary,0,918,1,0,unknown,193,1,-1,0,unknown,0,2023-05-06
56,management,single,tertiary,0,6507,1,1,cellular,134,1,196,1,failure,0,2023-01-29
28,services,married,secondary,0,4,1,0,unknown,133,5,-1,0,unknown,0,2023-06-27
52,self-employed,married,tertiary,0,2289,1,1,cellular,81,1,-1,0,unknown,0,2023-11-21
32,management,single,tertiary,0,131,0,0,unknown,267,3,-1,0,unknown,0,2023-06-03
33,services,single,secondary,0,1852,0,0,telephone,371,1,204,3,other,0,2023-02-25
31,technician,single,tertiary,0,-749,1,1,cellular,82,4,-1,0,unknown,0,2023-07-29
54,technician,married,secondary,0,719,1,0,cellular,242,1,264,1,failure,0,2023-02-02
36,technician,married,secondary,0,4613,0,0,cellular,320,1,134,2,failure,0,2023-04-02
40,admin.,single,secondary,0,664,0,0,cellular,188,2,121,2,success,0,2023-11-19
32,admin.,single,tertiary,0,291,0,0,telephone,223,6,275,5,other,0,2023-01-28
27,student,single,tertiary,0,24,1,0,cellular,344,2,-1,0,unknown,0,2023-02-02
42,technician,single,secondary,0,823,1,0,cellular,137,1,-1,0,unknown,0,2023-01-28
30,management,married,tertiary,0,1235,1,0,cellular,104,3,-1,0,unknown,0,2023-07-28
43,technician,single,secondary,0,1195,1,0,unknown,516,9,-1,0,unknown,0,2023-05-15
44,management,married,unknown,0,21,0,0,cellular,323,2,-1,0,unknown,0,2023-08-24
46,technician,married,secondary,0,363,1,0,cellular,209,3,-1,0,unknown,0,2023-08-06
36,blue-collar,single,secondary,0,0,0,0,unknown,238,1,-1,0,unknown,0,2023-06-19
44,blue-collar,single,primary,0,0,1,0,cellular,184,1,-1,0,unknown,0,2023-07-24
30,management,single,tertiary,0,136,1,0,unknown,152,1,-1,0,unknown,0,2023-05-23
34,admin.,single,secondary,0,846,1,0,cellular,758,2,-1,0,unknown,0,2023-04-17
20,student,single,primary,0,0,0,0,cellular,143,5,91,8,failure,0,2023-02-01
31,services,married,secondary,0,505,0,0,cellular,773,3,-1,0,unknown,0,2023-07-11
34,blue-collar,married,primary,0,3986,1,0,cellular,345,2,-1,0,unknown,0,2023-04-17
27,technician,single,tertiary,0,11862,0,0,telephone,281,5,101,1,success,0,2023-05-25
47,management,married,primary,1,145,0,1,unknown,163,1,-1,0,unknown,0,2023-07-01
56,management,divorced,tertiary,0,2037,0,0,cellular,160,1,91,5,success,0,2023-05-06
45,technician,divorced,secondary,0,441,1,0,cellular,535,1,-1,0,unknown,0,2023-02-02
35,blue-collar,married,primary,0,105,1,0,unknown,369,2,-1,0,unknown,0,2023-05-08
32,technician,married,secondary,0,465,1,0,cellular,210,2,-1,0,unknown,0,2023-05-12
44,entrepreneur,married,secondary,0,320,1,1,cellular,269,3,234,2,other,0,2023-02-05
38,services,married,secondary,0,-762,1,1,unknown,408,2,-1,0,unknown,0,2023-05-30
32,management,single,tertiary,0,316,1,0,cellular,215,3,-1,0,unknown,0,2023-01-29
58,admin.,married,unknown,0,903,0,0,cellular,56,1,-1,0,unknown,0,2023-01-28
35,management,single,tertiary,0,123,1,0,unknown,83,3,-1,0,unknown,0,2023-05-09
40,blue-collar,married,secondary,0,273,1,0,unknown,1082,1,-1,0,unknown,0,2023-06-19
36,technician,married,secondary,0,1345,1,0,unknown,231,3,-1,0,unknown,0,2023-05-30
52,blue-collar,married,secondary,0,1027,0,0,cellular,59,1,-1,0,unknown,0,2023-07-23
35,technician,single,secondary,0,1855,1,0,unknown,138,1,-1,0,unknown,0,2023-05-07
38,services,single,secondary,0,1315,0,0,unknown,23,12,-1,0,unknown,0,2023-06-20
43,admin.,married,secondary,0,59,1,0,cellular,60,3,-1,0,unknown,0,2023-07-15
43,admin.,married,secondary,0,2682,0,0,cellular,103,8,-1,0,unknown,0,2023-07-30
35,management,married,tertiary,0,2682,1,0,cellular,156,1,-1,0,unknown,0,2023-07-09
40,services,married,secondary,0,3164,1,0,cellular,329,2,-1,0,unknown,0,2023-04-03
49,technician,divorced,secondary,0,342,0,1,cellular,58,3,-1,0,unknown,0,2023-11-19
35,services,single,secondary,0,1742,1,0,cellular,39,2,-1,0,unknown,0,2023-07-31
42,technician,divorced,secondary,0,-106,1,0,unknown,95,1,-1,0,unknown,0,2023-05-29
29,unemployed,single,unknown,0,67,0,0,cellular,330,2,-1,0,unknown,0,2023-01-28
26,technician,single,secondary,0,430,0,0,cellular,450,2,-1,0,unknown,0,2023-02-05
44,blue-collar,single,primary,0,-234,1,1,cellular,71,3,347,1,failure,0,2023-05-15
29,management,single,tertiary,0,0,1,0,cellular,155,1,351,1,failure,0,2023-05-13
36,blue-collar,married,secondary,0,-206,1,0,unknown,177,2,-1,0,unknown,0,2023-05-08
30,technician,single,secondary,0,656,0,1,unknown,523,1,-1,0,unknown,0,2023-07-04
52,retired,married,secondary,0,603,0,1,unknown,79,1,-1,0,unknown,0,2023-06-09
55,admin.,married,secondary,0,1102,1,0,unknown,126,2,-1,0,unknown,0,2023-05-15
30,services,single,secondary,0,117,0,0,cellular,135,1,-1,0,unknown,0,2023-01-28
29,technician,single,secondary,0,-13,1,0,cellular,512,3,-1,0,unknown,0,2023-05-14
27,admin.,single,tertiary,0,1993,1,0,cellular,102,5,-1,0,unknown,0,2023-05-05
58,retired,divorced,unknown,0,5920,1,0,cellular,96,1,121,1,failure,0,2023-11-21
33,services,married,secondary,0,881,1,0,unknown,67,5,-1,0,unknown,0,2023-05-21
48,admin.,married,secondary,0,0,1,0,cellular,109,4,-1,0,unknown,0,2023-07-17
39,housemaid,married,secondary,0,953,0,0,cellular,23,6,232,3,other,0,2023-01-30
55,blue-collar,married,primary,0,781,1,0,cellular,112,3,270,2,failure,0,2023-02-03
40,blue-collar,single,primary,0,1530,1,0,cellular,8,3,315,1,failure,0,2023-04-20
33,management,single,tertiary,0,2667,1,0,cellular,57,1,180,3,failure,0,2023-05-18
56,admin.,married,secondary,0,5310,0,0,unknown,74,1,-1,0,unknown,0,2023-06-19
42,blue-collar,married,secondary,0,1468,1,0,unknown,136,1,-1,0,unknown,0,2023-05-28
43,unknown,married,primary,0,0,1,0,cellular,132,1,-1,0,unknown,0,2023-07-09
41,management,married,tertiary,0,144,0,0,cellular,123,3,-1,0,unknown,0,2023-02-27
58,admin.,single,secondary,0,247,0,1,unknown,66,6,-1,0,unknown,0,2023-06-20
29,blue-collar,married,primary,0,258,1,0,unknown,130,1,-1,0,unknown,0,2023-05-26
38,management,married,tertiary,0,595,1,0,cellular,70,1,-1,0,unknown,0,2023-11-18
49,blue-collar,divorced,secondary,1,259,0,0,unknown,283,2,-1,0,unknown,0,2023-05-16
55,self-employed,married,secondary,0,2408,0,0,telephone,327,2,140,1,failure,0,2023-04-09
53,management,married,tertiary,0,1356,1,0,cellular,397,2,93,2,failure,0,2023-08-05
56,admin.,married,secondary,0,292,1,0,unknown,228,9,-1,0,unknown,0,2023-05-28
31,management,single,tertiary,0,2384,1,0,cellular,608,2,-1,0,unknown,0,2023-04-14
29,technician,single,secondary,0,307,1,0,cellular,216,1,-1,0,unknown,0,2023-02-03
48,admin.,married,secondary,0,292,1,1,cellular,164,6,-1,0,unknown,0,2023-07-29
43,blue-collar,married,primary,0,3131,1,0,unknown,441,3,-1,0,unknown,0,2023-06-03
29,technician,married,secondary,0,0,0,0,unknown,33,2,-1,0,unknown,0,2023-05-12
39,management,single,tertiary,0,2258,1,0,cellular,255,2,-1,0,unknown,0,2023-07-31
53,management,married,tertiary,0,1348,0,1,cellular,120,3,-1,0,unknown,0,2023-07-17
48,blue-collar,married,secondary,0,741,1,0,cellular,227,1,-1,0,unknown,0,2023-04-16
34,management,married,tertiary,0,0,0,0,cellular,176,1,-1,0,unknown,0,2023-04-22
52,management,single,tertiary,0,741,0,0,cellular,63,2,-1,0,unknown,0,2023-08-07
30,admin.,married,secondary,0,521,1,0,cellular,648,1,-1,0,unknown,0,2023-11-19
45,entrepreneur,married,primary,0,5315,1,1,cellular,262,2,-1,0,unknown,0,2023-05-15
54,management,married,secondary,0,1660,0,0,cellular,337,3,-1,0,unknown,0,2023-11-20
44,self-employed,married,unknown,0,163,1,0,cellular,44,1,100,3,success,0,2023-08-12
35,entrepreneur,married,secondary,0,1163,1,0,unknown,284,1,-1,0,unknown,0,2023-05-20
34,technician,single,tertiary,0,122,0,0,unknown,73,5,-1,0,unknown,0,2023-05-27
22,student,single,unknown,0,1,0,0,telephone,263,4,-1,0,unknown,0,2023-06-15
65,retired,married,primary,0,493,0,0,cellular,622,1,182,1,failure,0,2023-10-16
49,management,married,unknown,0,0,0,0,cellular,99,2,-1,0,unknown,0,2023-11-19
38,management,single,unknown,0,715,1,0,cellular,951,1,132,3,failure,0,2023-04-02
28,technician,single,tertiary,0,558,1,0,cellular,300,1,-1,0,unknown,0,2023-05-15
33,technician,married,tertiary,0,16992,1,0,unknown,58,1,-1,0,unknown,0,2023-05-29
34,management,married,tertiary,0,179,1,0,cellular,184,1,-1,0,unknown,0,2023-11-20
26,student,single,unknown,0,198,0,0,cellular,161,1,-1,0,unknown,0,2023-02-05
37,blue-collar,married,primary,0,152,1,0,cellular,252,2,-1,0,unknown,0,2023-04-17
40,blue-collar,married,primary,0,2805,1,0,cellular,173,6,353,23,failure,0,2023-05-14
28,services,single,secondary,0,6332,1,0,telephone,149,1,343,4,failure,0,2023-05-07
31,technician,married,secondary,0,2420,1,0,cellular,166,1,-1,0,unknown,0,2023-11-19
42,management,married,secondary,0,580,0,0,cellular,67,2,-1,0,unknown,0,2023-08-22
34,technician,divorced,secondary,0,259,0,0,cellular,316,2,-1,0,unknown,0,2023-08-11
34,services,married,secondary,0,-451,1,1,cellular,498,1,-1,0,unknown,0,2023-07-23
53,management,married,tertiary,0,261,0,0,cellular,100,2,-1,0,unknown,0,2023-08-19
55,entrepreneur,married,tertiary,0,323,1,1,cellular,200,1,-1,0,unknown,0,2023-05-13
51,entrepreneur,single,tertiary,0,0,0,0,cellular,643,1,-1,0,unknown,0,2023-01-30
58,retired,married,secondary,0,235,0,0,cellular,88,4,-1,0,unknown,0,2023-08-27
35,blue-collar,married,primary,0,526,1,0,cellular,914,2,-1,0,unknown,0,2023-02-02
35,blue-collar,married,primary,0,4366,1,0,unknown,173,3,-1,0,unknown,0,2023-05-28
31,technician,married,tertiary,0,0,1,1,unknown,164,2,-1,0,unknown,0,2023-05-13
32,student,married,secondary,0,833,1,0,telephone,227,5,164,3,other,0,2023-11-02
59,retired,married,primary,1,-13,0,0,cellular,77,1,-1,0,unknown,0,2023-08-11
50,management,divorced,tertiary,0,405,0,0,cellular,82,6,-1,0,unknown,0,2023-04-02
37,blue-collar,married,primary,0,3517,1,0,unknown,445,1,-1,0,unknown,0,2023-05-23
30,services,married,secondary,0,699,1,0,unknown,544,1,-1,0,unknown,0,2023-05-29
41,blue-collar,married,primary,0,943,1,0,unknown,242,3,-1,0,unknown,0,2023-05-29
43,blue-collar,married,primary,0,794,1,0,cellular,38,3,-1,0,unknown,0,2023-05-13
34,blue-collar,married,primary,0,503,1,0,unknown,120,2,-1,0,unknown,0,2023-05-26
42,management,married,tertiary,0,-700,1,0,unknown,110,1,-1,0,unknown,0,2023-05-14
33,management,married,tertiary,0,644,0,0,cellular,99,2,-1,0,unknown,0,2023-08-11
26,services,single,secondary,0,335,0,0,telephone,393,2,-1,0,unknown,0,2023-01-29
32,technician,single,secondary,0,719,1,0,unknown,79,6,-1,0,unknown,0,2023-05-28
41,management,married,tertiary,0,-195,0,1,cellular,112,1,-1,0,unknown,0,2023-11-20
49,technician,divorced,secondary,0,972,0,0,cellular,104,3,175,2,failure,0,2023-11-16
51,blue-collar,married,primary,0,5050,0,1,unknown,75,7,-1,0,unknown,0,2023-06-16
43,blue-collar,married,primary,0,232,0,1,cellular,45,1,-1,0,unknown,0,2023-05-15
45,services,married,primary,0,2406,1,1,cellular,108,2,-1,0,unknown,0,2023-04-20
42,entrepreneur,married,secondary,0,324,1,0,cellular,528,3,-1,0,unknown,0,2023-07-15
37,blue-collar,married,secondary,0,168,1,0,cellular,266,2,-1,0,unknown,0,2023-04-17
59,retired,married,secondary,0,374,0,0,cellular,272,2,-1,0,unknown,0,2023-08-29
31,services,single,secondary,0,658,0,0,cellular,100,1,-1,0,unknown,0,2023-05-22
22,admin.,single,secondary,0,-1,1,0,unknown,136,1,-1,0,unknown,0,2023-05-09
30,self-employed,single,secondary,0,280,0,0,telephone,92,3,-1,0,unknown,0,2023-05-05
52,admin.,divorced,unknown,0,0,0,0,cellular,168,4,-1,0,unknown,0,2023-08-26
50,self-employed,married,primary,0,0,0,0,cellular,125,4,-1,0,unknown,0,2023-08-22
34,admin.,married,secondary,0,2064,1,0,unknown,165,2,-1,0,unknown,0,2023-05-26
30,blue-collar,married,secondary,0,128,1,0,unknown,273,1,-1,0,unknown,0,2023-05-14
56,blue-collar,married,primary,0,0,1,0,cellular,82,1,-1,0,unknown,0,2023-07-17
31,technician,single,secondary,0,863,1,0,cellular,146,1,263,5,success,0,2023-02-03
51,admin.,married,secondary,0,50,0,0,cellular,178,2,-1,0,unknown,0,2023-08-26
33,services,single,secondary,0,187,1,0,cellular,168,3,326,1,failure,0,2023-04-20
47,blue-collar,married,secondary,1,-614,1,0,unknown,118,2,-1,0,unknown,0,2023-05-26
46,technician,married,tertiary,0,841,1,0,unknown,158,1,-1,0,unknown,0,2023-05-06
44,services,divorced,secondary,0,206,1,0,cellular,78,1,365,1,failure,0,2023-05-14
51,blue-collar,married,secondary,0,984,1,0,telephone,353,4,-1,0,unknown,0,2023-04-07
39,technician,single,secondary,0,201,0,1,unknown,148,4,-1,0,unknown,0,2023-06-06
41,technician,married,tertiary,0,585,1,0,telephone,60,1,-1,0,unknown,0,2023-04-20
33,management,single,tertiary,0,8514,0,0,cellular,131,1,-1,0,unknown,0,2023-08-20
31,admin.,married,secondary,0,728,1,1,cellular,152,1,352,4,failure,0,2023-05-15
60,entrepreneur,divorced,secondary,0,80,1,0,unknown,397,1,-1,0,unknown,0,2023-05-15
34,technician,married,secondary,0,1246,0,0,unknown,88,3,-1,0,unknown,0,2023-05-28
58,services,married,secondary,0,818,0,0,cellular,283,1,-1,0,unknown,0,2023-08-22
36,admin.,single,unknown,0,1815,0,0,unknown,387,1,-1,0,unknown,0,2023-06-05
42,technician,married,secondary,0,0,0,0,cellular,351,2,-1,0,unknown,0,2023-07-30
44,services,divorced,secondary,0,210,0,1,unknown,111,2,-1,0,unknown,0,2023-05-12
31,services,married,secondary,0,71,1,0,cellular,740,2,-1,0,unknown,0,2023-07-17
51,blue-collar,married,primary,0,1869,0,0,unknown,30,3,-1,0,unknown,0,2023-06-17
59,admin.,married,primary,0,1040,0,0,telephone,733,1,-1,0,unknown,0,2023-07-31
33,admin.,married,secondary,0,920,0,0,cellular,111,1,105,1,success,0,2023-08-13
47,blue-collar,married,secondary,0,668,1,0,cellular,230,6,354,2,success,0,2023-05-04
43,management,divorced,tertiary,0,36,0,0,cellular,61,1,193,1,failure,0,2023-02-13
44,housemaid,married,primary,1,-972,1,1,unknown,114,2,-1,0,unknown,0,2023-05-16
29,admin.,single,secondary,0,382,1,0,unknown,460,1,-1,0,unknown,0,2023-05-12
30,admin.,married,secondary,0,-170,1,1,unknown,130,1,-1,0,unknown,0,2023-05-26
43,management,married,unknown,0,5172,1,0,unknown,57,3,-1,0,unknown,0,2023-05-29
53,technician,single,tertiary,0,1,0,0,cellular,190,1,-1,0,unknown,0,2023-08-21
46,blue-collar,married,secondary,0,922,1,0,telephone,296,2,-1,0,unknown,0,2023-11-18
41,management,married,tertiary,0,3016,1,0,cellular,80,3,-1,0,unknown,0,2023-07-14
44,blue-collar,married,primary,0,0,1,0,cellular,83,2,-1,0,unknown,0,2023-07-30
38,management,married,tertiary,0,1101,1,0,telephone,43,1,-1,0,unknown,0,2023-11-09
43,management,divorced,tertiary,0,3578,0,0,cellular,376,2,-1,0,unknown,0,2023-01-29
41,blue-collar,married,primary,0,0,1,1,unknown,238,1,-1,0,unknown,0,2023-05-06
44,blue-collar,married,secondary,0,0,1,0,cellular,90,1,-1,0,unknown,0,2023-07-21
31,blue-collar,married,secondary,0,-190,1,1,cellular,299,3,-1,0,unknown,0,2023-05-08
59,self-employed,married,tertiary,0,185,0,0,cellular,283,1,-1,0,unknown,0,2023-02-04
30,management,single,tertiary,0,156,1,0,unknown,174,9,-1,0,unknown,0,2023-06-09
35,blue-collar,married,secondary,0,503,1,1,unknown,57,2,-1,0,unknown,0,2023-05-09
57,retired,married,secondary,0,485,0,0,cellular,79,2,187,2,failure,0,2023-02-02
53,technician,divorced,secondary,0,392,1,0,cellular,70,1,245,1,failure,0,2023-01-28
35,blue-collar,married,secondary,0,625,0,0,cellular,267,1,-1,0,unknown,0,2023-05-13
49,services,married,primary,0,468,0,0,cellular,608,2,-1,0,unknown,0,2023-08-05
41,management,married,secondary,0,280,1,0,cellular,88,1,95,2,success,0,2023-06-02
40,services,married,secondary,0,181,1,0,unknown,370,1,-1,0,unknown,0,2023-05-16
57,admin.,married,unknown,0,1401,0,0,cellular,91,22,-1,0,unknown,0,2023-08-21
38,management,married,unknown,0,1349,1,0,unknown,100,1,-1,0,unknown,0,2023-05-06
49,services,married,primary,0,5737,1,0,unknown,417,2,-1,0,unknown,0,2023-05-29
38,management,married,tertiary,0,1187,1,1,cellular,157,1,-1,0,unknown,0,2023-02-02
26,admin.,married,secondary,0,5231,0,1,cellular,222,2,-1,0,unknown,0,2023-07-17
34,admin.,married,secondary,0,3185,1,0,unknown,520,1,-1,0,unknown,0,2023-05-13
58,management,married,tertiary,0,3228,0,0,cellular,58,2,-1,0,unknown,0,2023-08-19
30,services,married,secondary,0,80,1,0,unknown,185,2,-1,0,unknown,0,2023-05-08
52,blue-collar,divorced,primary,0,2800,0,0,unknown,149,1,-1,0,unknown,0,2023-06-19
30,technician,single,tertiary,0,10,0,0,cellular,276,8,-1,0,unknown,0,2023-08-26
52,blue-collar,married,secondary,0,331,0,0,cellular,84,4,-1,0,unknown,0,2023-08-08
34,entrepreneur,married,secondary,0,223,0,1,cellular,103,6,-1,0,unknown,0,2023-08-11
33,blue-collar,married,primary,0,0,0,0,cellular,174,1,-1,0,unknown,0,2023-05-08
34,admin.,married,tertiary,0,35,1,0,cellular,76,1,69,2,failure,0,2023-10-15
23,admin.,married,secondary,0,299,1,0,unknown,104,1,-1,0,unknown,0,2023-06-19
37,blue-collar,married,primary,0,240,1,0,cellular,259,1,370,2,other,0,2023-05-11
59,management,married,unknown,0,3534,0,0,cellular,216,4,-1,0,unknown,0,2023-11-21
42,management,married,tertiary,0,223,0,0,cellular,92,6,-1,0,unknown,0,2023-08-06
50,admin.,divorced,secondary,0,-194,1,0,cellular,238,2,-1,0,unknown,0,2023-04-13
41,technician,divorced,secondary,0,1545,0,1,cellular,183,2,-1,0,unknown,0,2023-08-13
34,technician,single,secondary,0,440,1,0,cellular,445,2,345,2,failure,0,2023-05-06
57,management,married,primary,0,2538,0,1,telephone,485,2,-1,0,unknown,0,2023-07-17
52,services,married,unknown,0,337,1,0,unknown,85,3,-1,0,unknown,0,2023-05-19
61,retired,married,unknown,0,-492,0,1,unknown,333,1,-1,0,unknown,0,2023-07-04
31,technician,single,tertiary,0,53,0,0,cellular,97,2,-1,0,unknown,0,2023-01-28
27,student,single,secondary,0,91,0,0,telephone,157,6,95,37,other,0,2023-12-04
48,blue-collar,single,primary,0,316,0,0,unknown,560,2,-1,0,unknown,0,2023-06-05
27,management,single,unknown,0,3196,0,0,cellular,10,2,-1,0,unknown,0,2023-02-09
37,blue-collar,married,secondary,0,2697,1,0,cellular,430,1,-1,0,unknown,0,2023-04-20
28,student,single,tertiary,0,3,0,0,cellular,135,2,148,1,other,0,2023-11-11
34,services,married,secondary,0,244,0,0,cellular,696,2,-1,0,unknown,0,2023-02-04
42,services,single,unknown,0,410,0,0,cellular,34,2,-1,0,unknown,0,2023-11-21
39,admin.,married,secondary,0,159,0,0,cellular,177,1,-1,0,unknown,0,2023-11-19
30,management,married,tertiary,0,6432,1,0,cellular,206,2,119,3,other,0,2023-11-21
35,blue-collar,married,secondary,0,-701,1,1,cellular,531,3,-1,0,unknown,0,2023-05-07
43,housemaid,single,primary,0,24,0,0,cellular,35,2,-1,0,unknown,0,2023-07-31
33,management,married,tertiary,0,296,0,0,cellular,90,2,-1,0,unknown,0,2023-07-16
24,blue-collar,single,secondary,0,1,1,0,cellular,79,2,-1,0,unknown,0,2023-05-11
39,technician,married,secondary,0,1965,1,0,unknown,65,1,-1,0,unknown,0,2023-06-02
27,technician,single,tertiary,0,501,0,1,telephone,370,4,-1,0,unknown,0,2023-01-30
50,blue-collar,married,secondary,0,3558,0,0,cellular,84,10,-1,0,unknown,0,2023-08-26
30,blue-collar,married,secondary,0,177,1,0,cellular,62,2,332,3,failure,0,2023-04-09
52,technician,divorced,secondary,0,204,0,0,cellular,134,2,-1,0,unknown,0,2023-08-07
30,admin.,married,secondary,0,46,1,0,unknown,114,2,-1,0,unknown,0,2023-05-06
35,technician,divorced,secondary,0,2047,1,0,cellular,66,1,-1,0,unknown,0,2023-10-01
36,admin.,single,secondary,0,810,1,0,unknown,296,1,-1,0,unknown,0,2023-06-17
39,management,single,tertiary,0,1914,0,0,cellular,94,4,-1,0,unknown,0,2023-08-18
43,admin.,single,secondary,0,56831,0,0,unknown,243,1,-1,0,unknown,0,2023-05-15
43,admin.,single,secondary,0,386,0,0,cellular,242,1,92,4,success,0,2023-10-12
